Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,country_url
160,+12,PRO8L3M - Flary,704.0,1.0,(x7),40424.0,2902.0,275053.0,3094.0,20679676.0,https://kworb.net/spotify/country/pl_daily.html
161,-4,Taco Hemingway - NastÄpna stacja,1810.0,38.0,,40231.0,1027.0,275273.0,2918.0,37623913.0,https://kworb.net/spotify/country/pl_daily.html
162,-7,Gigi Perez - Sailor Song,680.0,6.0,,39817.0,302.0,233933.0,-1452.0,42182865.0,https://kworb.net/spotify/country/pl_daily.html
163,+2,Okekel - Poczeka (w/ vkie),123.0,28.0,,39447.0,1089.0,268034.0,447.0,5362289.0,https://kworb.net/spotify/country/pl_daily.html
164,-5,wane - BÅoto,55.0,121.0,,39422.0,322.0,226847.0,-2284.0,2077320.0,https://kworb.net/spotify/country/pl_daily.html
165,-4,"LE SSERAFIM - ICONIC BY MISTAKE (w/ ILLIT, KATSEYE)",47.0,52.0,,39341.0,466.0,280283.0,-1440.0,2293738.0,https://kworb.net/spotify/country/pl_daily.html
166,+16,"Sobel - CHA CHA (w/ SHDÃW, francis)",448.0,1.0,(x12),39304.0,2821.0,278573.0,39304.0,36461424.0,https://kworb.net/spotify/country/pl_daily.html
167,-9,Sentino - Wiecznie,518.0,26.0,,39246.0,108.0,230377.0,2911.0,26223067.0,https://kworb.net/spotify/country/pl_daily.html
168,+2,"Taco Hemingway - FRASCATI (w/ Zeppy Zep, Livka)",218.0,2.0,(x4),39234.0,1669.0,156215.0,-1247.0,20675942.0,https://kworb.net/spotify/country/pl_daily.html
169,+8,MODELKI - On Me (w/ VÅodarski),572.0,19.0,,39213.0,2313.0,285316.0,39213.0,32497234.0,https://kworb.net/spotify/country/pl_daily.html
170,+8,OKI - w razie w (w/ Sobel),61.0,2.0,(x1),39172.0,2318.0,199382.0,3333.0,4488090.0,https://kworb.net/spotify/country/pl_daily.html
171,-3,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",994.0,72.0,,39172.0,1117.0,273732.0,3421.0,39737761.0,https://kworb.net/spotify/country/pl_daily.html
172,RE,MODELKI - Chyba Å¼e z TobÄ (w/ VÅodarski),642.0,1.0,(x5),39069.0,,249709.0,2594.0,63413508.0,https://kworb.net/spotify/country/pl_daily.html
173,-6,Kaz BaÅagane - Dr. Traphouse (w/ Belmondo),192.0,63.0,,38857.0,766.0,232726.0,-1125.0,7642337.0,https://kworb.net/spotify/country/pl_daily.html
174,+14,Major SPZ - Paris (w/ Kemzy),58.0,55.0,,38625.0,2555.0,149692.0,-952.0,2454101.0,https://kworb.net/spotify/country/pl_daily.html
175,RE,Malik Montana - Belly Dance,364.0,8.0,,38515.0,,113031.0,4550.0,27252031.0,https://kworb.net/spotify/country/pl_daily.html
176,RE,"David Guetta - Run Run River (Angels Above Me) (w/ Alok, Stick Figure)",5.0,137.0,,38237.0,,156835.0,38237.0,194235.0,https://kworb.net/spotify/country/pl_daily.html
177,+8,Nirvana - Smells Like Teen Spirit - Remastered,48.0,149.0,,38176.0,1901.0,264576.0,2067.0,1734996.0,https://kworb.net/spotify/country/pl_daily.html
178,+11,Sentino - Lato,525.0,8.0,,38072.0,2215.0,268415.0,2003.0,27617711.0,https://kworb.net/spotify/country/pl_daily.html
179,+2,Otsochodzi - MÃ³w,386.0,13.0,,37868.0,1204.0,74532.0,789.0,14657256.0,https://kworb.net/spotify/country/pl_daily.html
180,-14,White 2115 - WIECZÃR KAWALERSKI,119.0,6.0,,37565.0,-590.0,271108.0,930.0,6551722.0,https://kworb.net/spotify/country/pl_daily.html
181,+9,Otsochodzi - za tten rap (w/ lohleq),14.0,5.0,,37433.0,1704.0,208642.0,-11583.0,924379.0,https://kworb.net/spotify/country/pl_daily.html
182,+11,Alex Warren - Ordinary,490.0,4.0,,37419.0,2120.0,231476.0,-1629.0,37232541.0,https://kworb.net/spotify/country/pl_daily.html
183,-9,Bedoes 2115 - JesteÅ Åadniejsza niÅ¼ na zdjÄciach (na zawsze) (w/ Lanek),896.0,1.0,(x22),37372.0,168.0,107243.0,37372.0,34885674.0,https://kworb.net/spotify/country/pl_daily.html
184,RE,Mrozu - Odpowiedni moment (w/ Zalia),209.0,65.0,,37314.0,,196774.0,37314.0,9120433.0,https://kworb.net/spotify/country/pl_daily.html
185,-6,Empire Of The Sun - We Are The People,401.0,67.0,,37220.0,403.0,263796.0,-6041.0,16672865.0,https://kworb.net/spotify/country/pl_daily.html
186,-13,Kaz BaÅagane - Multisport (w/ Oskar83),738.0,1.0,(x12),37151.0,-304.0,230537.0,-757.0,64828549.0,https://kworb.net/spotify/country/pl_daily.html
187,RE,Nina Lakomy - Kawa z diabÅem,17.0,102.0,,37138.0,,241993.0,37138.0,696696.0,https://kworb.net/spotify/country/pl_daily.html
188,+6,"MÄskie Granie Orkiestra 2021 - I Ciebie teÅ¼, bardzo (w/ Daria ZawiaÅow, Dawid PodsiadÅo, Vito Bambino)",1354.0,2.0,(x1),37104.0,1811.0,192455.0,-545.0,79053426.0,https://kworb.net/spotify/country/pl_daily.html
189,-13,Buckshot - Fever (w/ fakemink),70.0,102.0,,37064.0,84.0,185243.0,-1852.0,2723510.0,https://kworb.net/spotify/country/pl_daily.html
190,-3,"Ekipa - O JAK MIÅO (w/ Wujek Åuki, Wiktoria NiekaÅo, Michu Kontrabas, $okolica, KuzynMichu, TOODAY)",69.0,58.0,,36996.0,783.0,293651.0,1090.0,3085633.0,https://kworb.net/spotify/country/pl_daily.html
191,-20,g0at - Jest piÄtek ona mi mÃ³wi Å¼e chce mnie (Kolorowa magia),12.0,116.0,,36896.0,-665.0,268816.0,-7897.0,468635.0,https://kworb.net/spotify/country/pl_daily.html
192,+5,"OKI - Przypadkiem (w/ Young Igi, Otsochodzi, OIO)",875.0,4.0,,36877.0,1831.0,144108.0,36877.0,40865912.0,https://kworb.net/spotify/country/pl_daily.html
193,RE,Pusher - WSZYSTKO (w/ DeeVoe),17.0,107.0,,36663.0,,203466.0,-4729.0,664534.0,https://kworb.net/spotify/country/pl_daily.html
194,-3,Happysad - Zanim pÃ³jdÄ,527.0,36.0,,36598.0,966.0,271288.0,1063.0,22616526.0,https://kworb.net/spotify/country/pl_daily.html
195,+4,Fagata - FACECARD (w/ MODELKI),32.0,13.0,,36548.0,1674.0,243487.0,-10429.0,2276332.0,https://kworb.net/spotify/country/pl_daily.html
196,+4,Å»abson - COWABONGA,206.0,7.0,,36402.0,1613.0,217254.0,36402.0,15237222.0,https://kworb.net/spotify/country/pl_daily.html
197,RE,PRO8L3M - Ritz Carlton - Remix (w/ Vito Bambino),82.0,102.0,,36338.0,,116586.0,36338.0,3055486.0,https://kworb.net/spotify/country/pl_daily.html
198,-14,Sean Paul - No Lie (w/ Dua Lipa),449.0,60.0,,36127.0,-261.0,269536.0,2320.0,4084552.0,https://kworb.net/spotify/country/pl_daily.html
199,RE,Otsochodzi - Nie / nie,625.0,3.0,(x17),36109.0,,36109.0,36109.0,11079058.0,https://kworb.net/spotify/country/pl_daily.html
200,-5,Ania DÄbrowska - Z TobÄ Nie Umiem WygraÄ,161.0,69.0,,36086.0,883.0,181149.0,36086.0,1827005.0,https://kworb.net/spotify/country/pl_daily.html
1,=,CORTIS - REDRED,100.0,1.0,(x86),91470.0,-1642.0,652884.0,-2877.0,10606200.0,https://kworb.net/spotify/country/kr_daily.html
2,=,RESCENE - LOVE ATTACK,69.0,2.0,(x21),83367.0,-121.0,563020.0,5359.0,4021658.0,https://kworb.net/spotify/country/kr_daily.html
3,+1,RESCENE - Pretty Girl,21.0,3.0,(x10),72718.0,-581.0,507277.0,3224.0,1296371.0,https://kworb.net/spotify/country/kr_daily.html
4,-1,JENNIE - Less than a Lover,5.0,3.0,(x1),71879.0,-1729.0,339650.0,71879.0,339650.0,https://kworb.net/spotify/country/kr_daily.html
5,=,aespa - LEMONADE,61.0,2.0,(x13),60229.0,-466.0,423789.0,248.0,4733798.0,https://kworb.net/spotify/country/kr_daily.html
6,=,ILLIT - It's Me,90.0,2.0,(x15),59446.0,-324.0,424580.0,2284.0,6421507.0,https://kworb.net/spotify/country/kr_daily.html
7,=,Jimin - Who,740.0,1.0,(x548),58059.0,-1079.0,379763.0,2960.0,102620958.0,https://kworb.net/spotify/country/kr_daily.html
8,+3,ATEEZ - BAD,29.0,7.0,,50498.0,1038.0,340195.0,2874.0,1130013.0,https://kworb.net/spotify/country/kr_daily.html
9,=,Hearts2Hearts - Lemon Tang,37.0,2.0,(x3),49808.0,-363.0,347851.0,203.0,2114239.0,https://kworb.net/spotify/country/kr_daily.html
10,+3,RESCENE - Deja Vu,58.0,10.0,,49517.0,862.0,326857.0,3889.0,1472187.0,https://kworb.net/spotify/country/kr_daily.html
11,-3,HANRORO - Landing in Love,379.0,1.0,(x1),48250.0,-2041.0,337294.0,-149.0,16693534.0,https://kworb.net/spotify/country/kr_daily.html
12,=,I.O.I - Suddenly,70.0,4.0,,48235.0,-849.0,342028.0,755.0,3961117.0,https://kworb.net/spotify/country/kr_daily.html
13,-3,HANRORO - 0+0,314.0,1.0,(x5),47968.0,-1699.0,348876.0,-2433.0,15392707.0,https://kworb.net/spotify/country/kr_daily.html
14,=,Hearts2Hearts - RUDE!,159.0,1.0,(x18),47197.0,-7.0,329254.0,3238.0,9759663.0,https://kworb.net/spotify/country/kr_daily.html
15,=,Nerd Connection - If I have you only (My love X Nerd Connection),986.0,15.0,,39141.0,192.0,259830.0,2194.0,12377477.0,https://kworb.net/spotify/country/kr_daily.html
16,=,fromis_9 - Vitamin ME,8.0,16.0,,38889.0,665.0,218283.0,19654.0,237518.0,https://kworb.net/spotify/country/kr_daily.html
17,+1,KiiiKiii - 404 (New Era),184.0,1.0,(x5),37441.0,-120.0,260212.0,2176.0,8913415.0,https://kworb.net/spotify/country/kr_daily.html
18,+1,HANRORO - Let Me Love My Youth,382.0,6.0,,37363.0,88.0,264558.0,-355.0,10467304.0,https://kworb.net/spotify/country/kr_daily.html
19,-2,WOODZ - Drowning,665.0,7.0,,36909.0,-1243.0,260623.0,798.0,15016618.0,https://kworb.net/spotify/country/kr_daily.html
20,+1,Jung Kook - Seven (w/ Latto),1111.0,1.0,(x120),34879.0,-1432.0,249232.0,1091.0,70456853.0,https://kworb.net/spotify/country/kr_daily.html
21,+2,YENA - Catch Catch,134.0,10.0,,34771.0,385.0,238732.0,2678.0,5006798.0,https://kworb.net/spotify/country/kr_daily.html
22,=,TAEYEON - Bansanka,30.0,10.0,,33930.0,-1230.0,245245.0,-1616.0,1117328.0,https://kworb.net/spotify/country/kr_daily.html
23,-3,Jin - Donât Say You Love Me,439.0,1.0,(x11),33840.0,-3095.0,235685.0,1124.0,23461351.0,https://kworb.net/spotify/country/kr_daily.html
24,=,OFFICIAL HIGE DANDISM - Pretender,765.0,19.0,,33814.0,332.0,230462.0,1867.0,11868708.0,https://kworb.net/spotify/country/kr_daily.html
25,+2,NMIXX - Heavy Serenade,79.0,3.0,(x2),33009.0,723.0,226376.0,1257.0,3759131.0,https://kworb.net/spotify/country/kr_daily.html
26,+3,BTS - SWIM,131.0,1.0,(x25),32678.0,1475.0,224858.0,591.0,7319151.0,https://kworb.net/spotify/country/kr_daily.html
27,-2,RESCENE - Runaway,60.0,17.0,,32364.0,-409.0,225555.0,47.0,1425278.0,https://kworb.net/spotify/country/kr_daily.html
28,=,Epik High - Love Love Love,259.0,5.0,,31846.0,-123.0,213585.0,2163.0,8192873.0,https://kworb.net/spotify/country/kr_daily.html
29,-3,"Woo - We Are (w/ Loco, GRAY)",588.0,15.0,,31319.0,-1044.0,221307.0,3242.0,7207966.0,https://kworb.net/spotify/country/kr_daily.html
30,=,Redoor - Forever Has Always Been,437.0,17.0,,30933.0,94.0,210319.0,989.0,8878246.0,https://kworb.net/spotify/country/kr_daily.html
31,+1,JANNABI - for lovers who hesitate,1800.0,26.0,,30104.0,193.0,203918.0,73.0,10707409.0,https://kworb.net/spotify/country/kr_daily.html
32,+4,Hearts2Hearts - STYLE,406.0,8.0,,29420.0,982.0,197151.0,837.0,11506880.0,https://kworb.net/spotify/country/kr_daily.html
33,+1,AKMU - Paradise of Rumors,113.0,1.0,(x7),29392.0,476.0,204944.0,1446.0,5409075.0,https://kworb.net/spotify/country/kr_daily.html
34,-1,tuki. - æ©é¤æ­,776.0,31.0,,28766.0,-588.0,198291.0,1853.0,8137249.0,https://kworb.net/spotify/country/kr_daily.html
35,-4,ë°ì´ë¨¼ì¤ ì´ì´ Damons year - yours,1370.0,6.0,,28545.0,-1444.0,203225.0,-263.0,18752077.0,https://kworb.net/spotify/country/kr_daily.html
36,+1,Ariana Grande - hate that i made you love me,61.0,15.0,,28518.0,192.0,186717.0,1143.0,1843550.0,https://kworb.net/spotify/country/kr_daily.html
37,-2,ILLIT - Magnetic,856.0,1.0,(x11),28303.0,-489.0,197813.0,2422.0,20381374.0,https://kworb.net/spotify/country/kr_daily.html
38,=,CORTIS - GO!,302.0,6.0,,27827.0,-168.0,195523.0,-826.0,7272303.0,https://kworb.net/spotify/country/kr_daily.html
39,=,Nerd Connection - âGood Night Good Dream,771.0,28.0,,26730.0,-1074.0,193834.0,14.0,7918182.0,https://kworb.net/spotify/country/kr_daily.html
40,+3,CORTIS - ACAI,86.0,32.0,,25799.0,266.0,178680.0,-269.0,1999929.0,https://kworb.net/spotify/country/kr_daily.html
41,=,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),107.0,14.0,,25411.0,-284.0,179755.0,114.0,3055645.0,https://kworb.net/spotify/country/kr_daily.html
42,+3,VINXEN - FLYING HIGH WITH U,163.0,21.0,,25391.0,516.0,171026.0,921.0,3666700.0,https://kworb.net/spotify/country/kr_daily.html
43,-3,"NOWIMYOUNG - KISS KISS KISS (Feat. SUNWOO (THE BOYZ)) (Prod. by Hukky Shibaseki) (w/ Royal 44, SUNWOO)",131.0,2.0,(x6),25307.0,-962.0,178775.0,269.0,6027488.0,https://kworb.net/spotify/country/kr_daily.html
44,-2,LEE CHANHYUK - Endangered Love,369.0,11.0,,25242.0,-297.0,173257.0,1111.0,9220083.0,https://kworb.net/spotify/country/kr_daily.html
45,-1,Lim Young Woong - Eternal Moment,334.0,16.0,,24948.0,-339.0,172746.0,2116.0,7584182.0,https://kworb.net/spotify/country/kr_daily.html
46,+1,"HEEDAE - 112 (w/ C JAMM, BlackNut)",11.0,15.0,,23756.0,-630.0,173648.0,-2842.0,303628.0,https://kworb.net/spotify/country/kr_daily.html
47,+11,aespa - KISS N TELL,5.0,47.0,,23674.0,4052.0,89206.0,23674.0,89206.0,https://kworb.net/spotify/country/kr_daily.html
48,+2,Hearts2Hearts - FOCUS,282.0,6.0,,23662.0,1272.0,160802.0,498.0,8996585.0,https://kworb.net/spotify/country/kr_daily.html
49,-3,CORTIS - FaSHioN,257.0,12.0,,23510.0,-887.0,163999.0,-333.0,4642955.0,https://kworb.net/spotify/country/kr_daily.html
50,-2,LE SSERAFIM - BOOMPALA,68.0,7.0,,23397.0,-367.0,167511.0,914.0,2313963.0,https://kworb.net/spotify/country/kr_daily.html
51,-2,hamo - ìí¬ë¼í¬ë¹ (Akrapovic),165.0,4.0,,23128.0,-433.0,164624.0,-94.0,5818924.0,https://kworb.net/spotify/country/kr_daily.html
52,=,NewJeans - Hype Boy,1458.0,1.0,(x26),21986.0,522.0,153541.0,3617.0,24608674.0,https://kworb.net/spotify/country/kr_daily.html
53,=,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),1715.0,31.0,,21828.0,432.0,148476.0,1509.0,9800109.0,https://kworb.net/spotify/country/kr_daily.html
54,-3,CHOIJUNSEONG (Jun S) - L[ ]VE,61.0,16.0,,20724.0,-1600.0,156350.0,-1542.0,1648556.0,https://kworb.net/spotify/country/kr_daily.html
55,=,Jimin - Be Mine,720.0,2.0,(x69),19823.0,-900.0,126504.0,208.0,28139456.0,https://kworb.net/spotify/country/kr_daily.html
56,+3,PSY - What Would Have Been? (Feat. Lena Park) (w/ Lena Park),456.0,49.0,,19789.0,382.0,132162.0,835.0,5601310.0,https://kworb.net/spotify/country/kr_daily.html
57,+21,Brown Eyes - ë²ì¨ ì¼ë,496.0,34.0,,19590.0,2230.0,123623.0,981.0,7149470.0,https://kworb.net/spotify/country/kr_daily.html
58,+4,RESCENE - Pinball,24.0,50.0,,19559.0,441.0,132512.0,-1143.0,419622.0,https://kworb.net/spotify/country/kr_daily.html
59,+1,Yerin Baek - Antifreeze,656.0,5.0,,19556.0,193.0,134903.0,2702.0,6712591.0,https://kworb.net/spotify/country/kr_daily.html
60,-6,The Black Skirts - Ling Ling,265.0,53.0,,19470.0,-1510.0,134580.0,-599.0,3572361.0,https://kworb.net/spotify/country/kr_daily.html
61,-5,ILLIT - NOT CUTE ANYMORE,247.0,2.0,(x1),19405.0,-330.0,137816.0,1809.0,7122319.0,https://kworb.net/spotify/country/kr_daily.html
62,-1,Dominic Fike - Babydoll,133.0,56.0,,19399.0,189.0,134935.0,1976.0,2177204.0,https://kworb.net/spotify/country/kr_daily.html
63,-6,Kim Na Young - A Letter For You,80.0,53.0,,19116.0,-605.0,135904.0,-632.0,1380025.0,https://kworb.net/spotify/country/kr_daily.html
64,+10,"AKMU - How can I love the heartbreak, you're the one I love",1054.0,24.0,,19061.0,1393.0,132428.0,-361.0,8673146.0,https://kworb.net/spotify/country/kr_daily.html
65,+52,KATSEYE - Animal,4.0,65.0,,18927.0,3858.0,60344.0,18927.0,60344.0,https://kworb.net/spotify/country/kr_daily.html
66,+25,Yoon Do Hyun - I Guess I Loved You,1099.0,51.0,,18876.0,2398.0,117581.0,4902.0,9001477.0,https://kworb.net/spotify/country/kr_daily.html
67,-3,The Black Skirts - 1:05,468.0,45.0,,18811.0,437.0,129167.0,515.0,6063531.0,https://kworb.net/spotify/country/kr_daily.html
68,-5,Sung Si Kyung - Every moment of you,263.0,41.0,,18797.0,-264.0,132842.0,-1527.0,3884308.0,https://kworb.net/spotify/country/kr_daily.html
69,=,"Heize - And July (w/ DEAN, dj friz)",70.0,53.0,,18519.0,386.0,125100.0,244.0,1282837.0,https://kworb.net/spotify/country/kr_daily.html
70,+6,The NuTs - ì¬ëì ë°ë³´,578.0,50.0,,18403.0,986.0,121879.0,1826.0,6719828.0,https://kworb.net/spotify/country/kr_daily.html
71,-5,ROSÃ - toxic till the end,601.0,2.0,(x15),18266.0,-11.0,124251.0,2664.0,12788542.0,https://kworb.net/spotify/country/kr_daily.html
72,-7,NMIXX - Blue Valentine,289.0,3.0,(x5),18114.0,-213.0,127612.0,1041.0,8617193.0,https://kworb.net/spotify/country/kr_daily.html
73,-2,COOL - ì ì,92.0,55.0,,18092.0,238.0,128129.0,3190.0,1077596.0,https://kworb.net/spotify/country/kr_daily.html
74,-7,"HAON - TICK TOCK (Feat. ZICO) (Prod. by ZICO, Crush) (w/ Nosun, Raf Sandou, Marv, Jung Junhyuk, ZICO)",145.0,2.0,(x7),18087.0,-127.0,139138.0,-3698.0,5922115.0,https://kworb.net/spotify/country/kr_daily.html
75,-5,"HEEDAE - Brainwash (w/ C JAMM, BlackNut)",11.0,18.0,,18033.0,-96.0,138473.0,-5996.0,261393.0,https://kworb.net/spotify/country/kr_daily.html
76,-1,aespa - Whiplash,646.0,3.0,(x21),17895.0,292.0,121876.0,1285.0,17757867.0,https://kworb.net/spotify/country/kr_daily.html
77,+3,Kenshi Yonezu - IRIS OUT,317.0,1.0,(x19),17666.0,445.0,119200.0,1124.0,14332961.0,https://kworb.net/spotify/country/kr_daily.html
78,-5,NewJeans - Supernatural,759.0,1.0,(x1),17538.0,-243.0,124825.0,796.0,13156534.0,https://kworb.net/spotify/country/kr_daily.html
79,-11,NewJeans - Ditto,1318.0,1.0,(x25),17447.0,-710.0,125197.0,1485.0,24109338.0,https://kworb.net/spotify/country/kr_daily.html
80,+10,fromis_9 - Supersonic,667.0,10.0,,17375.0,624.0,112185.0,2062.0,10152325.0,https://kworb.net/spotify/country/kr_daily.html
81,=,"AKMU - Joy, Sorrow, A Beautiful Heart",113.0,3.0,(x5),17074.0,-93.0,117767.0,1149.0,3931914.0,https://kworb.net/spotify/country/kr_daily.html
82,=,ILLIT - Billyeoon Goyangi (Do the Dance),408.0,4.0,,17027.0,-104.0,121915.0,-675.0,9846968.0,https://kworb.net/spotify/country/kr_daily.html
83,+2,NELL - The time of walking on remembrance,42.0,62.0,,16943.0,-73.0,116227.0,-710.0,564005.0,https://kworb.net/spotify/country/kr_daily.html
84,+4,Lady Gaga - Die With A Smile (w/ Bruno Mars),712.0,5.0,,16934.0,170.0,117087.0,-508.0,13893802.0,https://kworb.net/spotify/country/kr_daily.html
85,-8,NewJeans - How Sweet,792.0,1.0,(x9),16794.0,-568.0,122095.0,616.0,14768909.0,https://kworb.net/spotify/country/kr_daily.html
86,+10,Kenshi Yonezu - Lemon,1366.0,25.0,,16741.0,543.0,113574.0,681.0,11707157.0,https://kworb.net/spotify/country/kr_daily.html
87,+42,Woody - Sadder Than Yesterday,246.0,69.0,,16701.0,2099.0,110708.0,3268.0,2672105.0,https://kworb.net/spotify/country/kr_daily.html
88,-5,BIG Naughty - Vancouver,1188.0,33.0,,16688.0,-442.0,117760.0,-541.0,8251542.0,https://kworb.net/spotify/country/kr_daily.html
89,=,NewJeans - Attention,1432.0,1.0,(x18),16607.0,-150.0,120626.0,2555.0,18836266.0,https://kworb.net/spotify/country/kr_daily.html
90,+2,Primary - Johnny (w/ Dynamicduo),422.0,64.0,,16514.0,205.0,116655.0,-188.0,5101117.0,https://kworb.net/spotify/country/kr_daily.html
91,-12,10CM - To Reach You,281.0,8.0,,16466.0,-879.0,118698.0,-72.0,4536473.0,https://kworb.net/spotify/country/kr_daily.html
92,+13,BOL4 - Please Summer!,5.0,92.0,,16409.0,813.0,71819.0,16409.0,71819.0,https://kworb.net/spotify/country/kr_daily.html
93,+29,Sung Si Kyung - Michide -On The Road-,247.0,51.0,,16364.0,1588.0,103436.0,490.0,3460090.0,https://kworb.net/spotify/country/kr_daily.html
94,+20,San E - A midsummer night's sweetness (w/ Raina),13.0,94.0,,16135.0,956.0,107553.0,3614.0,180099.0,https://kworb.net/spotify/country/kr_daily.html
95,-2,CORTIS - YOUNGCREATORCREW,86.0,18.0,,16084.0,-205.0,115218.0,-2024.0,2076299.0,https://kworb.net/spotify/country/kr_daily.html
96,-12,"Car, the garden - Closely Far Away",689.0,11.0,,16029.0,-1082.0,112497.0,1991.0,10883743.0,https://kworb.net/spotify/country/kr_daily.html
97,+58,GyeongseoYeji - If you lovingly call my name (w/ Jeon Gunho),521.0,67.0,,15911.0,2446.0,96373.0,15911.0,1578386.0,https://kworb.net/spotify/country/kr_daily.html
98,=,The Kid LAROI - Stay (w/ Justin Bieber),1481.0,1.0,(x44),15905.0,-94.0,111558.0,22.0,12619915.0,https://kworb.net/spotify/country/kr_daily.html
99,+2,Geeks - Officially Missing You,674.0,61.0,,15893.0,54.0,109219.0,1529.0,7504204.0,https://kworb.net/spotify/country/kr_daily.html
100,+21,aespa - WDA (Whole Different Animal) (w/ G-DRAGON),79.0,5.0,,15891.0,1111.0,113975.0,-2281.0,2784316.0,https://kworb.net/spotify/country/kr_daily.html
101,+1,Ed Sheeran - Shape of You,937.0,77.0,,15850.0,63.0,110270.0,632.0,6660435.0,https://kworb.net/spotify/country/kr_daily.html
102,-30,Lim Young Woong - ULSSIGU,334.0,20.0,,15789.0,-2063.0,116495.0,-628.0,6474646.0,https://kworb.net/spotify/country/kr_daily.html
103,-16,HANRORO - You and I,20.0,38.0,,15762.0,-1075.0,116799.0,-3403.0,358120.0,https://kworb.net/spotify/country/kr_daily.html
104,=,BTS - Body to Body,131.0,2.0,(x7),15739.0,137.0,109271.0,-91.0,4770277.0,https://kworb.net/spotify/country/kr_daily.html
105,+18,Beenzino - Aqua Man,132.0,61.0,,15667.0,909.0,102274.0,1905.0,1809627.0,https://kworb.net/spotify/country/kr_daily.html
106,+10,Zion.T - No Make Up,467.0,65.0,,15617.0,547.0,107130.0,2889.0,5473256.0,https://kworb.net/spotify/country/kr_daily.html
107,+63,DAY6 - HAPPY,716.0,4.0,,15569.0,2527.0,52566.0,3013.0,12114368.0,https://kworb.net/spotify/country/kr_daily.html
108,-13,NewJeans - Super Shy,1002.0,1.0,(x2),15555.0,-685.0,113270.0,1975.0,15566697.0,https://kworb.net/spotify/country/kr_daily.html
109,-3,george - Boat,516.0,49.0,,15528.0,-41.0,109520.0,3426.0,4723474.0,https://kworb.net/spotify/country/kr_daily.html
110,+14,YEONJUN - Ice Cream,18.0,63.0,,15465.0,733.0,107749.0,269.0,280719.0,https://kworb.net/spotify/country/kr_daily.html
111,+9,Epik High - ì°ì° (w/ Younha),201.0,50.0,,15458.0,661.0,91261.0,-532.0,2487809.0,https://kworb.net/spotify/country/kr_daily.html
112,-3,BUMJIN - A Letter,909.0,33.0,,15365.0,52.0,106924.0,1571.0,10076006.0,https://kworb.net/spotify/country/kr_daily.html
113,+66,LEE MU JIN - Coming Of Age Story,423.0,66.0,,15291.0,2517.0,96366.0,2429.0,4641719.0,https://kworb.net/spotify/country/kr_daily.html
114,-15,Dynamicduo - Guilty,299.0,83.0,,15286.0,-654.0,106377.0,1086.0,3307924.0,https://kworb.net/spotify/country/kr_daily.html
115,+15,Choi Yu Ree - When I stop thinking,31.0,103.0,,15239.0,660.0,100282.0,1664.0,407807.0,https://kworb.net/spotify/country/kr_daily.html
116,-4,IVE - BANG BANG,169.0,3.0,(x3),15185.0,-50.0,105907.0,992.0,4707537.0,https://kworb.net/spotify/country/kr_daily.html
117,-7,BUZZ - ê°ì,426.0,80.0,,15093.0,-198.0,102067.0,1976.0,4440810.0,https://kworb.net/spotify/country/kr_daily.html
118,+9,LEECHANGSUB - Heavenly fate,741.0,82.0,,15093.0,480.0,96544.0,2393.0,6443253.0,https://kworb.net/spotify/country/kr_daily.html
119,+19,HWASA - Good Goodbye,229.0,4.0,,15053.0,719.0,102965.0,1543.0,4699271.0,https://kworb.net/spotify/country/kr_daily.html
120,+6,G-DRAGON - CROOKED,632.0,21.0,,14967.0,325.0,102812.0,1736.0,9352059.0,https://kworb.net/spotify/country/kr_daily.html
121,-13,NewJeans - OMG,1279.0,1.0,(x69),14963.0,-463.0,110006.0,1969.0,19933386.0,https://kworb.net/spotify/country/kr_daily.html
122,+26,DAY6 - Time of Our Life -Japanese ver.- - Japanese ver.,1320.0,12.0,,14931.0,1203.0,96477.0,1999.0,12963430.0,https://kworb.net/spotify/country/kr_daily.html
123,+46,Leellamarz - Trip (w/ Hannah),392.0,90.0,,14882.0,1808.0,97729.0,2423.0,3087696.0,https://kworb.net/spotify/country/kr_daily.html
124,-6,Loco - Say Yes (w/ Punch),408.0,61.0,,14864.0,-127.0,99949.0,2185.0,4557547.0,https://kworb.net/spotify/country/kr_daily.html
125,+39,JANNABI - Baby I need you,236.0,36.0,,14831.0,1613.0,99087.0,960.0,1499885.0,https://kworb.net/spotify/country/kr_daily.html
126,+19,DPR LIVE - Jasmine,448.0,102.0,,14771.0,716.0,94789.0,2045.0,2346060.0,https://kworb.net/spotify/country/kr_daily.html
127,-2,BLACKPINK - JUMP,383.0,2.0,(x1),14734.0,91.0,99418.0,1686.0,11159125.0,https://kworb.net/spotify/country/kr_daily.html
128,+23,Turtles - ë¹íê¸°,42.0,112.0,,14690.0,997.0,68679.0,14690.0,520863.0,https://kworb.net/spotify/country/kr_daily.html
129,-35,The Black Skirts - Antifreeze,209.0,83.0,,14675.0,-1610.0,106680.0,-650.0,2725436.0,https://kworb.net/spotify/country/kr_daily.html
